PONUMBERPREFIX,PONUMBER,VENDORCODE,ORDERTYPE,WORKFLOWSTATUS,REENCUMBER,ACQUNITIDS,SUBSCRIPTIONFROM,SUBSCRIPTIONTO,RENEWALDATE,ACQUISITIONMETHOD,PAYMENTSTATUS,REFERENCENO,ORDERFORMAT,REQUESTOR,Z68_OPEN_DATE,Z68_ORDER_DATE,QUANTITYX,LISTUNITPRICE,Z68_ORDER_STATUS_DATE_X,Z13_TITLE,AUTHOR,Z68_ISBN,notes,checkinItems,manualPo,isSubscription,orderFormat,materialType,closeReason,closeReasonNote,paymentStatus,receiptStatus
SC,178514,SCTFMUL,one-time,Pending,true,SC,0,0,0,Purchase,P,,,"Wong, Marlene",20220222,20220222,1,29.99,,Stewart Copeland : drumming in the police and beyond / Joe Bergamini.,"Bergamini, Joe.",9781705154021,fund name: MUSBK-2022,Synchronized order and receipt quantity,True,False,physical,Score,,,pending,pending
SC,178515,SCTFMUL,one-time,Pending,true,SC,0,0,0,Purchase,P,,,"Wong, Marlene",20220222,20220222,1,29.95,,"Piano trio for violin, violoncello, and piano (2014) / William Bolcom.","Bolcom, William, composer.",,fund name: MUSBK-2022,Synchronized order and receipt quantity,True,False,physical,Score,,,pending,pending
SC,1122728X,SCEBSCO,ongoing,Pending,true,SC,19910101,20991231,20991231,Purchase,P,RB5080300AA937905016,,,19920714,19920714,1,85.05,,The Voice of Chorus America.,,,"library note: Wong, M; e_note: sjper Membership includes: Research Memorandum Series (11948644), & Voice of Chorus America (11948620); fund name: MUSSE-2022",Independent order and receipt quantity,True,True,physical,Book,,,,
SC,11503488,SCJRA,ongoing,Pending,true,SC,19900101,20991231,20991231,Purchase,P,,,,19941115,19941115,1,227.40,,Journal of Roman archaeology. Supplementary series.,,1063-4304,"library note: Bowen, A / invoice comes with each piece; e_note: sastr  /  print only format available (10/19/12 gkm); fund name: ARTCO-2022; vendor note: v.1 and following",Independent order and receipt quantity,True,False,physical,Serial,,,,
SC,11234878,SCHARRA,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19920804,19920804,1,33.08,,Hasse-Studien.,,,"library note: Wong, M; e_note: sjper; fund name: MUSSE-2022",Independent order and receipt quantity,True,True,physical,Serial,,,,
SC,23124,SCGIFT,ongoing,Pending,true,SC,0,0,0,Gift,P,,,,20080111,20080111,1,0.00,,Women in science : summer student research at Smith College.,,,fund name: GIFT-DEFAULT,Independent order and receipt quantity,True,True,physical,Book,,,,
SC,12260757,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA664989985,,,19990719,19990719,1,44.46,,Orion.,,1058-3130,library note: English Dept. / Neilson Serials; e_note: snper; fund name: NESER-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11225361,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA613471200,,,19881205,19881205,1,67.21,,Women in the arts / The National Museum of Women in the Arts.,,,library note: Art Dept.; e_note: saper Ebsco invoice title: National Museum of Women in the Arts Membership; fund name: ARTSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11381826,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA562603829,,"Buettner, Brigitte",19931111,19931111,1,94.17,,Médiévales.,,0751-2708,library note: History Dept; e_note: snper; fund name: HSTSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,1117948X,SCGOBI,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19920226,19920226,1,69.92,,"The papers of Martin Luther King, Jr. / senior editor, Clayborne Carson ; volume editors, Ralph E. L","King, Martin Luther, Jr., 1929-1968.",,"order group: CT; library note: Sajdak, B; e_note: snstk; fund name: NESCO-2022",Independent order and receipt quantity,True,False,physical,Book,,,,
SC,11138932,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA898734352,,,19830118,19830118,1,72.38,,Tradition.,,0041-0608,library note: Philosophy Dept.; e_note: snper  p + o  (online not set-up because of username/password).; fund name: PHISE-2022; vendor note: Ebsco invoice title: Tradition; a journal of orthodox Jewish thought.,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,1117352X,SCHARRA,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19641016,19641016,1,71.08,,Jahrbuch für Liturgik und Hymnologie.,,0075-2681,library note: Music Dept.; e_note: sjper; fund name: MUSSE-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
SC,11164128,SCHARRA,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19941006,19941006,1,140.05,,"XVIII vek / Akademii͡a nauk SSSR, Institut russkiĭ literatury (Pushkinskiĭ dom).",,0130-075X,order group: SER; library note: Russian Dept.; e_note: snstk; fund name: RUSCO-2022,Independent order and receipt quantity,True,False,physical,Serial,,,,
SC,11166034,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA240886002,,"Hannon, Christine G.",19780919,19780919,1,31.02,,Cosmopolitan.,,0010-9541,library note: General Interest / Study of Women & Gender; e_note: snfrr; fund name: NESER-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,176070,SCHARRA,ongoing,Pending,true,SC,20210101,20991231,20991231,Purchase,P,,,,20210908,20210908,1,350.00,,Theater heute.,,0040-5507,library note: Theatre Dept.; fund name: THESE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11162430,SCGOBI,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19750327,19750327,1,440.63,,Organometallic chemistry.,,0301-0074,library note: Chemistry Dept.; e_note: sscsk  only available in print; Ebsco does not carry [12/04/13 gkm].; fund name: CHMSE-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
SC,1217029X,SCGIFT,ongoing,Pending,true,SC,0,20991231,20991231,Gift,C,,,,19990115,19990115,1,0.00,,Freedom of information case list.,,,"library note:  Docs. Librarian; e_note: snref Request from Dept. of Justice first, if they cannot supply then order from GPO; vendor note: Office of Information and Privacy (202)514-4251",Independent order and receipt quantity,True,True,physical,Serial,,,,
SC,11015044,SCEBSCO,ongoing,Pending,true,SC,19900101,20991231,20991231,Purchase,P,RB5080300AA761979004,,,19910227,19910227,1,112.08,,Renditions.,,0377-3515,library note: East Asian Languages & Literatures; e_note: snper  print only; fund name: EALSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11129955,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA751453770,,,19790802,19790802,1,298.87,,La Rassegna della letteratura italiana.,,0033-9423,library note: Italian Dept.; e_note: snper  subscription kept as print / p + o option is login only (10/2015 gkm); fund name: ITLSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11068486,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA207759002,,"Cutler, Charles Mann",19781219,19781219,1,55.84,,Cineaste.,,0009-7004,library note: Film Studies Program; e_note: snper; fund name: FLSSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11059424,SCGOBI,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19770914,19770914,1,103.08,,Research in law and economics.,,0193-5895,order group: SER; library note: Economics Dept.; e_note: snstk; fund name: ECOSE-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
SC,1210338X,SCEDITLO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19820115,19820115,1,0.00,,Œuvres complètes de François Couperin / publiées par Maurice Cauchie et revues d'après les sour,"Couperin, François, 1668-1733.",,"library note:  Wong, M; e_note: sjtr; fund name: MUSCO-2022; vendor note: VOLUME 1 & FOLLOWING (as of original order)",Independent order and receipt quantity,True,False,physical,Score,,,,
SC,12261671,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA817734676,,,19990721,19990721,1,173.09,,Shou huo.,,0583-1288,library note: East Asian Languages & Literature Dept.; e_note: sneas; fund name: EALSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11972439,SCHARRA,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19850429,19850429,1,254.69,,Oeuvres complètes de Claude Debussy.,"Debussy, Claude, 1862-1918.",,e_note: sjtr; fund name: MUSCO-2022; vendor note: VOLUME 1 & FOLLOWING,Independent order and receipt quantity,True,False,physical,Score,,,,
SC,1325540X,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA559437017,,,20040830,20040830,1,94.09,,Media report to women.,,0145-9651,library note: Exercise and Sport Science Dept.; e_note: ssnpe   print only sub. option 02/2014 gkm; fund name: NESER-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11830645,SCWASMU,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19670519,19670519,1,0.00,,"Berlin und seine Bauten / [Schriftleitung: E. Heinrich, et al.].",Architekten- und Ingenieur-Verein zu Berlin.,,"order group: CT; library note: 5-30-03 Claim 2 sent for v. 12 elb Art dept.; e_note: sastk; fund name: ARTCO-2022; vendor note: We are claiming v. 1, v. 5B, v. 7, v. 12 and ff.",Independent order and receipt quantity,True,False,physical,Book,,,,
SC,11173580,SCHARRA,ongoing,Pending,true,SC,20120101,20991231,20991231,Purchase,P,,,,19720308,19720308,1,32.32,,Lessing yearbook.,,0075-8833,library note: German Dept.; e_note: snstk; fund name: GERSE-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
SC,11506623,SCPRIND,ongoing,Pending,true,SC,19690101,20991231,20991231,Purchase,P,S-5842; title MD-01281,,,19951130,19951130,1,71.00,,Journal of religious studies.,,0047-2735,library note: Religion Dept.  /  Over 8 yrs behind in publication schedule / oclc record remains open 06/23/21; e_note: snper; fund name: RELSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11636038,SCEBSCO,ongoing,Pending,true,SC,20040101,20991231,20991231,Purchase,P,RB5080300AA663477008,,,19950929,19950929,1,122.00,,The Organ yearbook.,,,library note: Music Dept.; e_note: stjl  Ebsco considers standing order.; fund name: MUSSE-2022; vendor note: Begin with volume for 2004,Independent order and receipt quantity,True,True,physical,Serial,,,,
SC,11633293,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA334490000,,,19830518,19830518,1,46.53,,Fiction.,,0046-3736,library note: English Dept.; e_note: snper  only issued in print (per Ebsconet 11/04/15 by City College of NY).; fund name: ENGSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11500797,SCHARRA,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,SO -  invoice with issue,,,19941109,19941109,1,320.98,,Srednie veka.,,0131-8780,library note: Russian Dept.; e_note: snstk  print only option per HARRA 08/21/18 gkm; fund name: RUSSE-2022; vendor note: with 2013  moved from Harra account 1527 to account 2779,Independent order and receipt quantity,True,False,physical,Serial,,,,
SC,11176210,SCHARRA,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19740717,19740717,1,40.27,,Mendelssohn Studien.,,0340-8140,order group: SER; library note: Music Dept.; e_note: sjsb; fund name: MUSCO-2022,Independent order and receipt quantity,True,False,physical,Serial,,,,
SC,11066404,SCHARRA,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19680101,19680101,1,63.03,,Acta organologica.,,0567-7874,library note: Music Dept.; e_note: sjper; fund name: MUSSE-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
SC,11055546,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA022222004,,,19610605,19610605,1,129.25,,African music : journal of the African Music Society.,,0065-4019,library note: Music Dept.; e_note: sjper; fund name: MUSSE-2022; vendor note: Ebsco considers standing order,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,11391339,SCHARRA,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19680529,19680529,1,0.00,,Werke und Briefe / [von] Eduard Mörike (Historisch-kritische Gesamtausg. Im Auftrag des Kultusminis,"Mörike, Eduard, 1804-1875.",,order group: CT; e_note: snstk; fund name: GERCO-2022,Independent order and receipt quantity,True,False,physical,Book,,,,
SC,12259974,SCEBSCO,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,RB5080300AA193683000,,"Kaplan, Marina E.",19990716,19990716,1,72.38,,Chasqui.,,0145-8973,library note: Spanish & Portuguese Dept.; e_note: snper; fund name: SPPSE-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
SC,1217144X,SCCDC,ongoing,Pending,true,SC,0,20991231,20991231,Purchase,P,,,,19640101,19640101,1,0.00,,"Monuments of Renaissance music. / Edward E. Lowinsky, general editor.",,,e_note: sjtr; fund name: MUSCO-2022; vendor note: VOLUME 1 & FOLLOWING,Independent order and receipt quantity,True,False,physical,Score,,,,
