PONUMBERPREFIX,PONUMBER,VENDORCODE,ORDERTYPE,WORKFLOWSTATUS,REENCUMBER,ACQUNITIDS,SUBSCRIPTIONFROM,SUBSCRIPTIONTO,RENEWALDATE,ACQUISITIONMETHOD,PAYMENTSTATUS,REFERENCENO,ORDERFORMAT,REQUESTOR,Z68_OPEN_DATE,Z68_ORDER_DATE,QUANTITYX,LISTUNITPRICE,Z68_ORDER_STATUS_DATE_X,Z13_TITLE,AUTHOR,Z68_ISBN,notes,checkinItems,manualPo,isSubscription,orderFormat,materialType,closeReason,closeReasonNote,paymentStatus,receiptStatus
UM,20223475,UMAMZN,one-time,Pending,true,UM,0,0,0,Purchase,P,AmazonDE,,"El-Hibri, Tayeb",20220301,20220301,1,98.29,,"The Maghrib in the Mashriq : knowledge, travel and identity / edited by Maribel Fierro and Mayte Pen",,9783110712698,library note: NOTIFY: Tayeb El-Hibri telhibri@judnea.umass.edu; paid by RA credit card; fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223749,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,24.00,,Un largo suspiro y otros epitafios / Carlos Roberto G̤mez Beras.,"Gómez Beras, Carlos Roberto, 1959- author.",9789945608588,library note: Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223750,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,21.00,,Leaves = Hojas / Marcela G̤mez Lugo.,"Gómez Lugo, Marcela, 1996- author.",9789945608571,library note: Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223751,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,40.00,,Luces y sombras : el discurso feminista en las publicaciones fundadas por Ana C. Roqué Geigel de Du,"Valle La Luz, Elga Mercedes del, author.",9781641314923,library note: Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223752,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,24.00,,Luchas de la migración : una crónica autobiografia / Rvdo. Wilmer R. Silva Gotay.,"Silva Gotay, Wilmer R., author.",9781615054558,library note: Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223754,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,39.00,,Páginas libres : breve antología del pensamiento anarquista en Puerto Rico (1900-1919) / Jorell Me,,9781792354885,library note: Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223784,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,140.00,,El deporte dominicano y su entorno / Gonzalo Mejía A.,"Mejía A., Gonzalo, 1947- author.",,library note: 2 volumes; Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223793,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,75.00,,Ideas radicales en la República Dominica : antología / Andrés Blanco Díaz.,"Blanco Díaz, Andrés, compiler.",,library note: 2 volumes; Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223798,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,39.00,,Marxismo y realidad dominicana : selección de textos alusivos / Luis Gómez.,"Gómez, Luis, 1933-, author.",9789945613650,library note: Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223799,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,39.00,,Más lecturas de novelas dominicanas / Giovanni Di Pietro,"Di Pietro, Giovanni, author.",9789945627251,library note: Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20222915,UMLICE2,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220217,20220217,2,50.00,,Metáforas a través del mar / editor: Jorge Canales.,,9789996180170,library note: LATIN AMERICAN  Endowment ; 2 volumes; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20222986,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989787616,,,20220217,20220217,1,80.00,,"Literary neurophysiology : memory, race, sex, and representation in U.S. writing, 1860-1914 / Randal","Knoper, Randall K., 1953-, author.",9780192845504,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20222993,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989787866,,,20220217,20220217,1,17.95,,"EVENT HORIZON : sexuality, politics, online culture, and the limits of capitalism.","RAMBATAN, BONNI.",9781789048766,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223001,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989787874,,,20220217,20220217,1,160.00,,Shakespeare and celebrity cultures / by Jennifer Holl.,"Holl, Jennifer, 1974- author.",,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223790,UMBARL1,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220303,20220303,1,45.00,,Escritos dominicanos.,Pedro Henríquez Ureña,9798458071888,library note: Latin American Endowment; fund name: ENDOWMENT LATIN AMERICAN-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223377,UMAMZN,one-time,Pending,true,UM,0,0,0,Purchase,P,AmazonUK,,"Mueller, Melissa",20220228,20220228,1,80.00,,Global classics / Jacques A. Bromberg.,"Bromberg, Jacques A., author.",,"library note: ILL RUSH, Melissa Mueller, mmueller@classics.umass.edu;; paid by RA credit card; fund name: BODEM-2022",Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223191,UMAMZN,one-time,Pending,true,UM,0,0,0,Purchase,P,,,UMDUB RESERVE PATRON,20220224,20220224,1,22.99,,Gentleman Jack. The complete first season / created and written by Sally Wainwright ; produced by Ph,,,"library note: RESERVES, Rachel Briggs, COMM494GI, Spring '22; paid by RA credit card; fund name: RESRV-2022",Synchronized order and receipt quantity,True,False,physical,DVD/Blu-ray,,,pending,pending
UM,20223198,UMAMZN,one-time,Pending,true,UM,0,0,0,Purchase,P,,,,20220224,20220224,1,16.99,,Brain Storm : From Broken to Blessed on the Bipolar Spectrum.,"Schley, Sara",9798985182804,"library note: Notify Madeleine Charney, mcharney@library.umass.edu ; paid by RA credit card; fund name: MONOGRAPHS-2022",Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223303,UMPROCARD - ACQ,one-time,Pending,true,UM,0,0,0,Purchase,P,TrevCo/PayPal,,,20220224,20220224,1,100.95,,"Serenade no. 2 in A major, op. 16 / Johannes Brahms ; arranged for flute, oboe, clarinet, bassoon, h","Brahms, Johannes, 1833-1897, composer.",,"library note: Notify Remy Taghavi, rtaghavi@umass.edu; paid by RA credit card; fund name: MONOGRAPHS-2022",Synchronized order and receipt quantity,True,False,physical,Music Score,,,pending,pending
UM,20223304,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989862947,,,20220224,20220224,1,48.95,,"HOLOCAUST IN THESSALONIKI : reactions to the anti -jewish persecution, 1942-1943.","SALTIEL, LEON.",9781032236704,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223305,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989862948,,,20220224,20220224,1,48.95,,NARRATING MIGRATION : intimacies of exclusion in northern italy.,"PERRINO, SABINA.",9781032084503,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223306,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989862949,,,20220224,20220224,1,29.95,,Surviving Theresienstadt : a teenager's memoir of the Holocaust / Vera Schiff ; edited by Cheryl A.,"Schiff, Vera, 1926- author.",,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223307,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989862950,,,20220224,20220224,1,130.00,,"Transcultural Italies : mobility, memory and translation / edited by Charles Burdett, Loredana Polez",,9781789622553,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223320,UMPROCARD - ACQ,one-time,Pending,true,UM,0,0,0,Purchase,P,WGI,,,20220224,20220224,1,30.00,,"Toss! : everything you need to know about tossing a flag, rifle, and sabre.",,,library note: Notify Chris Sirard (see Erin Jerome for info); paid by RA credit card; fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,DVD/Blu-ray,,,pending,pending
UM,20223337,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,C,40030943856,,,20220225,20220223,1,16.16,,"Coffee, rabbit, snowdrop, lost / Betina Birkjær ; illustrated by Anna Margrethe Kjærgaard ; transl","Birkjær, Betina, author.",9781592703739,e_note: original unit price :      17.95; fund name: APPROVALS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223338,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,C,40030943853,,,20220225,20220223,1,16.99,,Fifteen hundred miles from the sun : a novel / Jonny Garza Villa.,"Villa, Jonny Garza, author.",,fund name: APPROVALS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223339,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,C,40030943855,,,20220225,20220223,1,16.16,,The most beautiful story / Brynjulf Jung Tjønn & Øyvind Torseter ; translated from Norwegian by Ka,"Tjønn, Brynjulf Jung, 1980- author.",9781592703500,e_note: original unit price :      17.95; fund name: APPROVALS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223340,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,C,40030943860,,,20220225,20220223,1,17.09,,A snake falls to Earth / Darcie Little Badger.,"Little Badger, Darcie, 1987- author.",9781646140923,e_note: original unit price :      18.99; fund name: APPROVALS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,5225930,UMB&T,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,20040209,20040209,1,74.17,,Italian politics : a review / edited by Robert Leonardi and Raffaella Y. Nanetti.,,,order group: PolSci; library note: Contin A/V JN5451.I83  1986; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with volume 18,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,195507X,UMHARR,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19930715,19930715,1,0.01,,Etymologisches Wörterbuch des Altindoarischen / Manfred Mayrhofer.,"Mayrhofer, Manfred, 1926-2011.",,"order group: Linguistic; library note: Do not to cancel per JRKelly/JMcCarthy, 2010 review, ct.; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with vol 1,Lief.2",Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,1899569,UMLIBPO,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19930518,19930518,1,0.01,,Le lettere / Francesco Guicciardini ; a cura di Pierre Jodogne.,"Guicciardini, Francesco, 1483-1540.",,"order group: History-St; library note: Contin AV DG738.14 .G9 A4 1986. B. Oglivie wants to keep, 2010 review, ct.; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with vol.1",Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,20223111,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989814487,,,20220219,20220219,1,65.00,,Decolonizing data : unsettling conversations about social research methods / Jacqueline M. Quinless.,"Quinless, Jacqueline M., author.",,library note: NOTIFY: Sonya Atalay <satalay@anthro.umass.edu>; fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223112,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989814488,,,20220219,20220219,1,19.95,,How everything can collapse : a manual for our times / Pablo Servigne and Raphaël Stevens ; transla,"Servigne, Pablo, author.",,library note: Notify River Strong gcstrong@umass.edu; fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223113,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989814489,,,20220219,20220219,1,27.50,,"What kind of ancestor do you want to be? / edited by John Hausdoerffer, Brooke Parry Hecht, Melissa",,,library note: NOTIFY: Sonya Atalay <satalay@anthro.umass.edu>; fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223114,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989822139,,,20220219,20220219,1,159.99,,INTRODUCTION TO FLUID-STRUCTURE INTERACTIONS.,"MODARRES-SADEGHI, YAHYA.",9783030858827,library note: Please notify: Yahya Modarres-Sadeghi <modarres@engin.umass.edu>; fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223115,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989822140,,,20220219,20220219,1,14.95,,"Never eat alone and other secrets to success, one relationship at a time.","Ferrazzi, Keith.",9780385512060,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223116,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989822141,,,20220219,20220219,1,16.99,,"Search inside yourself : the unexpected path to achieving success, happiness (and world peace) / Cha","Tan, Chade-Meng.",,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,20223117,UMGOBI2,one-time,Pending,true,UM,0,0,0,Purchase,n,99989822143,,,20220219,20220219,1,19.99,,What color is your parachute? / Richard Nelson Bolles.,"Bolles, Richard Nelson, author.",,fund name: MONOGRAPHS-2022,Synchronized order and receipt quantity,True,False,physical,Book,,,pending,pending
UM,1913475,UMHARRE,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19930603,19930603,1,0.01,,Romane und Erzählungen / Therese Huber ; herausgegeben von Magdalene Heuser.,"Huber, Therese, 1764-1829.",,order group: German; library note: Contin A/V PT2363.H5A4  1989; fund name: SERIALS-2017; vendor note: Standing order beginning with vol. 1,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,2893010,UMHARR,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19960329,19960329,1,0.01,,"Enciklopedija Slovenije / [svet enciklopedij pri RK SZDL Slovenije, Tone Bole ... Josip Vidmar (pred",,,order group: Slavic; library note: Contin A/V AE60.S6 E5 +; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with volume 6,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,2376544,UMEBSCO,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,RB8046500AA674909353,,,19940923,19940923,1,66.62,,"Panel world : veneer, plywood, composites.",,,order group: BuildMat; fund name: SERIALS-2022; vendor note: Subscription beginning with January 1995,Independent order and receipt quantity,True,True,physical,Journal,,,,
UM,1204270,UMJAPUB,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19900625,19710129,1,188.19,,Shinchō.,,,order group: Interdisc; fund name: SERIALS-2022,Independent order and receipt quantity,True,True,physical,Journal,,,,
UM,4303775,UMEBSCO,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,RB8046500AA624537247,,,20001206,20001206,1,35.87,,NEHA news : the newsletter of the New England Historical Association.,,,order group: History-Ke; fund name: SERIALS-2022; vendor note: Subscription beginning with 2001,Independent order and receipt quantity,True,True,physical,Journal,,,,
UM,1864154,UMHARR,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19930409,19930409,1,0.01,,"Frühneuhochdeutsches Wörterbuch / herausgegeben von Robert R. Anderson, Ulrich Goebel, Oskar Reich",,,order group: German; library note:   Contin A/V PF4591.F78  1986;We do not want covers which are shipped and billed separately; 6/11/03; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with vol 1,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,4706717,UMCHIAO,ongoing,Pending,true,UM,0,20991231,20991231,Gift,P,,,,20020417,20020417,1,0.01,,Kim Il Sung : works.,"Kim, Il-sŏng, 1912-1994.",,order group: AsianLang; library note:  jb Comes on s.o. for: Kim Il Sung : works (o1930436); DO NOT POST INVOICES HERE!! DLC PACKAGE W/VOLS 1-8 HAS BEEN SHIPPED 7/9/02; fund name: STANDING ORDERS-2022; vendor note: Also called vols 1-8 of REMINISCENCES WITH THE CENTURY.,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,1930436,UMCHIAO,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19930617,19930617,1,0.01,,Kim Il Sung : works.,"Kim, Il-sŏng, 1912-1994.",,order group: AsianLang; library note:   S.O. includes: Reminiscences with the century (.o4706717) which comprise vols. 45-52 of this title.; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with vol. 1,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,1170302,UMDUMMY,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19900625,20210615,1,0.00,,Proceedings / Cornell Nutrition Conference for Feed Manufacturers.,Cornell Nutrition Conference for Feed Manufacturers.,,order group: Nutrition; library note:   DO NOT POST INVOICES HERE!!,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,2364554,UMEBSCO,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,RB8046501AA515422889,,,19940921,20100129,1,57.35,,Landscape management.,,,order group: PlantSoil; fund name: SERIALS-2022; vendor note: Subscription beginning with April 1995,Independent order and receipt quantity,True,True,physical,Journal,,,,
UM,1595313,UMHARR,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19920810,19920810,1,0.01,,Slovarʹ russkogo i͡azyka XVIII veka / [redakt͡sionnai͡a kollegii͡a S.G. Barkhudarov and others],,,order group: Slavic; library note:  Contin A/V PG2691.S48  1984; We have v. 1-5 A/V to PG 2691 S48 1984 from former vdr.; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with volume 6,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,1956267,UMHARR,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19930715,19930715,1,0.01,,Werke und Briefe / [Von] Eduard Mörike. (Historisch-kritische Gesamtausg. Im Auftrag des Kultusmini,"Mörike, Eduard, 1804-1875.",,order group: German; library note: Contin A/v PT2434 .A1 1967; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with vol 1,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,2065162,UMLICE1,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19931110,19931110,1,0.01,,Bibliografía de la arqueología guatemalteca / Juan Pedro Laporte Molina.,"Laporte, Juan Pedro.",,"order group: Anthro; library note: E. Fitzpatrick wants to keep, 2010 review, ct.; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with vol. 1+",Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,3008782,UMGAVIL,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19960723,19960723,1,51.06,,La gaceta de Cuba.,,,order group: LatAmer; fund name: SERIALS-2022; vendor note: Subscription beginning with current issues (issues later than August 1990),Independent order and receipt quantity,True,True,physical,Journal,,,,
UM,2038365,UMHARR,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19931018,19931018,1,0.01,,"Tobler-Lommatzsch altfranzösisches Wörterbuch. / Adolf Toblers nachgelassene Materialien, bearb. u","Tobler, Adolf, 1835-1910.",,order group: Linguistic; library note: Contin A/V PC2893 .T6 1955; fund name: STANDING ORDERS-2009; vendor note: Standing order beginning with Lfg. 1,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,1212916,UMCAMB1,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19900625,19870706,1,43.35,,Estudios migratorios latinoamericanos.,,,"order group: LatAmer; library note: Request not to cancel, P. Stern & G. Bernake-Ramos, 2010 review, ct.; fund name: SERIALS-2022",Independent order and receipt quantity,True,True,physical,Journal,,,,
UM,1961494,UMHARR,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19930721,19930721,1,0.01,,Gesammelte Werke / Friedrich Nicolai ; herausgegeben von Bernhard Fabian und Marie-Luise Spieckerman,"Nicolai, Friedrich, 1733-1811.",,order group: German; library note: Contin A/V PT2440.N4  1985; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with vol 1,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,434814X,UMB&T,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,20010112,20130828,1,0.01,,Japanese/Korean linguistics / edited by Hajime Hoji [and others].,,,"order group: AsianLang; library note: Do not to cancel per SDomier, JRKelly/JMcCarthy, 2010 review, ct.Contin A/V PL503.J36  1990; V.4 is OP; fund name: SERIALS-2021; vendor note: Vols 2-5 & standing order for vol 7+",Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,2643066,UMCASLI,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19950711,19950711,1,36.86,,Nuovi poeti italiani / Giancarlo Albisola [and others].,,,order group: FrenItal; library note:  lhb Thought complete in 3 vols.; v.4 just publ. ; Contin A/V to PQ4214 .N8 1980; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with volume 4,Independent order and receipt quantity,True,False,physical,Serial,,,,
UM,1988931,UMMID-S,ongoing,Pending,true,UM,0,20991231,20991231,Purchase,P,,,,19930823,19930823,1,48.15,,"The collected papers of Albert Einstein : English translation / Anna Beck, translator ; Peter Havas,","Einstein, Albert, 1879-1955.",,"order group: Sci, Gen; library note: Cat to Sci;Contin A/V QC16.E5A2  1987a; vol. 15 NYP as of 9/14/15; fund name: STANDING ORDERS-2022; vendor note: Standing order beginning with vol. 3.  ENGLISH EDITION",Independent order and receipt quantity,True,False,physical,Serial,,,,
