PONUMBERPREFIX,PONUMBER,VENDORCODE,ORDERTYPE,WORKFLOWSTATUS,REENCUMBER,ACQUNITIDS,SUBSCRIPTIONFROM,SUBSCRIPTIONTO,RENEWALDATE,ACQUISITIONMETHOD,PAYMENTSTATUS,REFERENCENO,ORDERFORMAT,REQUESTOR,Z68_OPEN_DATE,Z68_ORDER_DATE,QUANTITYX,LISTUNITPRICE,Z68_ORDER_STATUS_DATE_X,Z13_TITLE,AUTHOR,Z68_ISBN,notes,checkinItems,manualPo,isSubscription,orderFormat,materialType,closeReason,closeReasonNote,paymentStatus,receiptStatus
HC,10198,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,,,,20101028,20130703,1,28.64,,Wired.,,1059-1028,order group: CP; library note: [X-AUG22] 2021-07-23 Collection Dev Mtg - Let Expire (access via Gale); fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,10119,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,258069,,,20101028,20101028,1,171.15,,Report / Minority Rights Group International.,Minority Rights Group International.,,"order group: DS; library note: Cancelled 5.20.19 per librarians; Includes State of the World's Minorities, Report, Ceasefire, Briefing; Changed from Standing Order to Serial; fund name: PERCSI-2019",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,10136,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,258085,,,20101028,20101028,1,73.45,,The New Yorker.,,0028-792X,order group: CP; library note: 2021-07-23 Collection Dev Mtg - Renew; e_note: 73.45 per renewal reminder 2021-12-01; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
HC,10224,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,257950,,,20101028,20101028,1,589.31,,Journal of consciousness studies.,,1355-8250,order group: CS; library note: Cancelled 5.20.19 per librarians; fund name: PERCOGE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,10221,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,257922,,,20101028,20101028,1,698.94,,Feminist economics.,,1354-5701,order group: DS; library note: Cancelled 5.20.19 per librarians; Changing to online only starting in 2013.; fund name: PERCSIE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,12086,HCFIVS,ongoing,Pending,true,HC,20120101,20121231,20991231,Purchase,P,,,,20110906,20110906,1,409.95,,MathSciNet / American Mathematical Society.,,,"order group: NS; e_note: Hampshire's part is billed, NOT on elevenths formula. We pay the 'marginal cost' or what is left after other schools pay their apportioned amounts. We joined this sub. later than the other schools.; fund name: PERCPROPE-2022",Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,9992,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,257841,,,20101027,20101027,1,325.35,,ANNUAL REVIEW OF ANTHROPOLOGY [electronic resource],,0084-6570,order group: XX; library note: 2021-07-23 Collection Dev Mtg - Renew; online only; e_note: Price updated per Prenax site 2021-10-12 jlb; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
HC,9788,HCWALS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,,,,20100914,20100927,1,20556.88,,Project Muse [electronic resource].,,,order group: CP; library note: cp; e_note: FY22 Price given at renewal 2021-10-06. Lyrasis is now administering Waldo contracts via MyLyrasis. Invoice due 1/1/2022; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,15485,HCJSTS,ongoing,Pending,true,HC,20140101,20141231,0,Purchase,P,,,,20140221,20140221,1,552.75,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences XIII Annual Access Fee - prorated in 2014 (began in April); fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,14782,HCJSTS,ongoing,Pending,true,HC,20130528,20140527,0,Purchase,P,,,,20130528,20130528,1,577.50,,JSTOR [electronic resource].,,,"order group: CP; library note: Arts & Sciences XII Annual Access Fee: 2013 was prorated for months of access; 2014=$262.50, 2015=$525; fund name: PERCPROPE-2022",Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,14175,HCJSTS,ongoing,Pending,true,HC,20130101,20131231,0,Purchase,P,,,,20130103,20130104,1,562.50,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences XI - 80% 2013; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,14012,HCJSTS,ongoing,Pending,true,HC,0,0,0,Purchase,P,,,,20121109,20121114,1,197.25,,JSTOR [electronic resource].,,,order group: BV; library note: Jewish Studies Complete; overpayment of $92.05 in FY13 will be applied to FY14 renewal ;see note in invoice #SO053218 for FY2013 information; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,12658,HCJSTS,ongoing,Pending,true,HC,0,0,0,Purchase,P,,,,20111220,20111220,1,880.00,,JSTOR [electronic resource].,,,"order group: CP; library note: Arts & Sciences X; e_note: $400 in 2012, $600 in 2013, then $800/yr; fund name: PERCPROPE-2022",Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,11964,HCJSTS,ongoing,Pending,true,HC,0,0,0,Purchase,P,,,,20110729,20110729,1,1100.00,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences IX; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,7674,HCJSTS,ongoing,Pending,true,HC,20091101,20101101,0,Purchase,P,,,,20091105,20091105,1,1100.00,,JSTOR [electronic resource].,,,"order group: CP; library note: Arts & Sciences VIII; e_note: 200.00 first year, 1000.00 per year after that; fund name: PERCPROPE-2022",Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,4750,HCJSTS,ongoing,Pending,true,HC,20090101,20091231,20991231,Purchase,P,,,,20080523,20080523,1,1430.00,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences VI; e_note: $1300 w/70% discount(FY2009); fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,3745,HCJSTS,ongoing,Pending,true,HC,20090101,20091231,20991231,Purchase,P,,,,20080128,20080506,1,2090.00,,JSTOR [electronic resource].,,,order group: CP; library note: life sciences collection; fund name: PERCPROPE-2022; vendor note: combines former health & general science and Biological sciences collections,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,1211,HCJSTS,ongoing,Pending,true,HC,20090101,20091231,20991231,Purchase,P,,,,20070124,20071004,1,1430.00,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences III; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,1213,HCJSTS,ongoing,Pending,true,HC,20090101,20091231,20991231,Purchase,P,,,,20070124,20071004,1,550.00,,JSTOR [electronic resource].,,,"order group: CP; library note: Arts & Sciences VII (formerly ""complement""); fund name: PERCPROPE-2022",Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,1212,HCJSTS,ongoing,Pending,true,HC,20090101,20091231,20991231,Purchase,P,,,,20070124,20071004,1,1320.00,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences IV; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,1210,HCJSTS,ongoing,Pending,true,HC,20090101,20091231,20991231,Purchase,P,,,,20070124,20071004,1,1100.00,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences II; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,1209,HCJSTS,ongoing,Pending,true,HC,20090101,20091231,20991231,Purchase,P,,,,20070124,20071004,1,2200.00,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences I; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,2277,HCJSTS,ongoing,Pending,true,HC,20090101,20091231,20991231,Purchase,P,,,,20070703,20071004,1,1430.00,,JSTOR [electronic resource].,,,order group: CP; library note: Arts & Sciences V; e_note: $1300 with 40% discount(FY2009); fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,19935,HCYBPA,ongoing,Closed,False,HC,20180701,20190630,0,Purchase,P,,,,20180802,20180802,1,300.00,,"The CRB commodity yearbook / Knight-Ridder Financial, Commodity Research Bureau.",,1076-2906,order group: RN; library note: Cancelled 2021-07-23 (lack of use); fund name: PERCPROP-2021,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20210809,fully paid,fully received
HC,66011851,HCBATS,ongoing,Closed,False,HC,20080101,20991231,0,Purchase,P,,,,19940802,20070926,1,208.95,,"The CRB commodity yearbook / Knight-Ridder Financial, Commodity Research Bureau.",,1076-2906,order group: DS; library note: ds; did not receive 2018 in time for FY18 - processed in FY19; e_note: received every other year; fund name: PERCPROP-2021,Independent order and receipt quantity,True,True,physical,Serial,Vendor Cancelled 20180802,Vendor Cancelled 20180802,fully paid,fully received
HC,18513,HCYBPA,ongoing,Closed,False,HC,20161219,20171220,0,Purchase,P,,,,20161219,20161219,1,327.18,,"Peterson's graduate and professional programs, an overview.",,1520-4359,"order group: CP; library note: Cancelled 5.24.19 per librarians./includes all the Petersons graduate and professional programs (6 volumes, each cataloged separately); fund name: PERCPROP-2019",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20190524,fully paid,fully received
HC,66212406,HCEBDS,ongoing,Closed,False,HC,20090701,20100630,0,Purchase,P,RB8050800AA288340664,,,20040127,20071004,1,2905.00,,Art abstracts [electronic resource].,,,order group: SS; library note: Cancelled for FY21. Email discussion LibTech 2020-07-08 jlb; fund name: PERIAE-2020,Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20210517,fully paid,fully received
HC,10185,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,258119,,,20101028,20101028,1,202.12,,Ethno-musicology.,,0014-1836,order group: SS; library note: *new publisher-jstor-schol pub cllctv 2022; 2021-07-23 Collection Dev Mtg - Renew; Includes Society for Ethnomusicology membership (no ALEPH record for membership) & SEM Newsletter;Print only; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,66115231,HCPRQS,ongoing,Closed,False,HC,20090901,20100830,0,Purchase,P,,,,20000209,20071004,1,5280.00,,Ethnic newswatch [electronic resource].,,,order group: DS; library note: Cancelled 6.10.19 per librarians; ds  vendor formerly sofs; e_note: 2006=$2795; fund name: PERCSIE-2019,Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20190610,fully paid,fully received
HC,2306,HCNELS,ongoing,Closed,False,HC,20070701,20080630,0,Purchase,P,,,,20070706,20080821,1,2998.72,,LEXIS-NEXIS academic universe [electronic resource].,,,order group: CP; library note: Cancelled 5.15.19 per librarians.; fund name: PERCPROPE-2019,Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20190515,fully paid,fully received
HC,12744,HCEBDS,ongoing,Closed,False,HC,0,0,0,Purchase,P,,,,20120120,20120120,1,2004.00,,Art index retrospective [electronic resource].,,,order group: SS; library note: Cancelled 6.7.19 per librarians; ss; fund name: PERSSE-2019,Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20190607,fully paid,fully received
HC,6865,HCEBDS,ongoing,Pending,true,HC,20090901,20100831,20991231,Purchase,P,,,,20090716,20090716,1,2074.00,,Women's studies international [electronic resource].,,,order group: CP; fund name: PERCPROPE-2022; vendor note: prev vendor NISS; see cancelled O=6611522x,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,5247,HCEBDS,ongoing,Pending,true,HC,20081001,20090930,20991231,Purchase,P,036‑198‑891,,,20080911,20080911,1,722.00,,"America, history and life [electronic resource].",,,"library note: Chg all available to END-GLAZ and split the balance between PERCSIE & PERBSE; e_note: Through 5C deal, starting FY14 we are getting a significant discount.FY21 Our Glazer budget was cut so we only have 292.85 ot spend on this subscription. The rest is charged to percprope.exb transf TM; fund name: PERCPROPE-2022",Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,5248,HCEBDS,ongoing,Pending,true,HC,20081001,20090930,20991231,Purchase,P,394‑595‑566,,,20080911,20080911,1,758.00,,Historical abstracts with full text. [electronic resource].,,,library note: Part of 5 College deal; Chg all available to END-COMM and the balance to PERCSIE; fund name: END-COMM-2022,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,19268,HCHNCS,ongoing,Pending,true,HC,0,0,0,Purchase,P,,,,20170810,20170810,1,1473.94,,Boston globe.,,0743-1791,order group: CP; library note: put on hold  for FY21 and will re activate when library is open to public; e_note: 2021-09-01 Estimated price set same as last bill.; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,10009,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,257855,,,20101027,20101027,1,1571.85,,The Behavioral and brain sciences.,,1469-1825,order group: CS; library note: Cancelled 5.17.19 per librarians; Change to online only 2007; fund name: PERCOGE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190517,fully paid,fully received
HC,1737,HCONCE,ongoing,Pending,true,HC,20070101,20071231,20991231,Gift,P,,,,20070410,20071004,1,0.00,,The American Jewish archives journal / published by the Jacob Rader Marcus Center of the American Je,,1537-7989,order group: BV; library note: free from publisher; e_note: free,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,66203430,HCNELS,ongoing,Pending,true,HC,20070701,20990630,20991231,Purchase,P,,,,20030827,20080821,1,583.44,,Oxford English dictionary [electronic resource],,,"order group: CP; library note: cp  renewed via nels, 7/04; fund name: PERCPROPE-2022",Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
HC,10205,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,,,,20101028,20120710,1,72.76,,Zoetrope : short stories.,,1091-2495,order group: BV; library note: 2021-07-23 Collection Dev Mtg - Renew; print only; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,14685,HCWOLS,ongoing,Closed,False,HC,20130502,20140501,0,Purchase,P,,,,20130502,20130502,1,298.20,,Annual review of neuroscience [electronic resource],,,order group: CS; library note: Cancelled 5.20.19 per librarians; fund name: PERCOGE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,9995,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,257842,,,20101027,20101027,1,302.40,,ANNUAL REVIEW OF PSYCHOLOGY [electronic resource],,1545-2085,order group: XX; library note: Cancelled 5.20.19 per librarians; fund name: PERCSIE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,12008,HCPRQS,ongoing,Closed,False,HC,20110801,20120731,0,Purchase,P,,,,20110808,20110808,1,2630.00,,Philosopher's index [electronic resource].,,,order group: BV; library note: Cancelled 6.10.19 per librarians; fund name: PERHACUE-2019,Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20190610,fully paid,fully received
HC,19335,HCYBPA,ongoing,Pending,true,HC,20170101,20171231,0,Purchase,P,,,,20170920,20170920,1,30.00,,The Writer's market.,,0084-2729,order group: CP; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,14999,HCEBDS,ongoing,Closed,False,HC,20130701,20140731,0,Purchase,P,,,,20130725,20130726,1,1857.00,,Avery index to architectural periodicals [electronic resource].,,,order group: RB; library note: Cancelled 6.6.19 per librarians; Ordering from EBSCO/5C starting FY14; fund name: PERSSE-2019,Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20190606,fully paid,fully received
HC,18522,HCPRQS,ongoing,Closed,False,HC,20170101,20171231,0,Purchase,P,,,,20170105,20170105,1,0.00,,Bibliography of the history of art [electronic resource] : international bibliography of art.,,,"order group: XX; library note: #18511 cancelled 2019-06-10. Comes with Art, Design and Architecture Collection, order #18511; fund name: PERSS-2011",Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20200818,fully paid,fully received
HC,641,HCWALS,ongoing,Closed,False,HC,20090801,20100731,0,Purchase,P,,,,20061101,20071004,1,1000.11,,Routledge encyclopedia of philosophy [electronic resource].,,,order group: BV; library note: Cancelled 6.10.19 per librarians; Routledge product as sold by Taylor & Francis Reference Online; e_note: 7 month subscription in FY 07; fund name: PERHACUE-2019,Independent order and receipt quantity,True,True,electronic,E-Book,Cancelled,Library Cancelled 20190610,fully paid,fully received
HC,66215420,HCCUPS,ongoing,Closed,False,HC,20090201,20100131,0,Purchase,P,,,,20040305,20070926,1,841.00,,Ciao [electronic resource] : Columbia International Affairs Online.,,,"order group: DS; library note: Cancelled 5.24.19 per librarians; ds; e_note: Three year (Feb09-Jan12) commitment at fixed price 607.50, but change of sub period means one higher bill; fund name: PERCSIE-2019; vendor note: we are committed thru 1/31/2012 at $607.50/yr.",Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20190524,fully paid,fully received
HC,19156,HCNELS,ongoing,Closed,False,HC,20170101,20171231,0,Purchase,P,,,,20170602,20170602,1,4325.83,,Nature [electronic resource].,,,order group: HMNS; library note: Cancelled 5.20.19 per librarians; fund name: PERNSE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,14086,HCNRLS,ongoing,Closed,False,HC,0,0,0,Purchase,P,,,,20121205,20121205,1,0.00,,Sociological abstracts [electronic resource].,,,"order group: CP; library note: comes with ProQuest CSA Social Science Package, order #14084; fund name: PERDSE-2013",Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20200817,fully paid,fully received
HC,20857,HCPRQS,ongoing,Pending,true,HC,0,0,0,Purchase,P,,,,20200831,20200831,1,0.00,,Sociological abstracts [electronic resource].,,,"order group: CP; library note: New order for vendor change; Comes with ProQuest Social Sciences Premium, order #17602; fund name: PERDSE-2013",Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,14683,HCWOLS,ongoing,Closed,False,HC,20130502,20140501,0,Purchase,P,,,,20130502,20130502,1,300.00,,Annual review of public health [electronic resource].,,,order group: NS; library note: Open access in 2018 & possibly onwards.; fund name: PERNSE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190605,fully paid,fully received
HC,66201962,HCEBDS,ongoing,Pending,true,HC,0,20991231,20991231,Purchase,P,,,,20030804,20071004,1,0.00,,ERIC [electronic resource].,,,"order group: CP; library note: swb ds; EBSCO supplies free per 5-College ASP agreement.  Should payment be required, charge to Patterson acct. first per Dan, 3/21/07.; e_note: 5C purchase (free from EBSCO per ASP agreement)",Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,10212,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,257883,,,20101028,20101028,1,61.95,,Cabinet.,,1531-1430,order group: SS; library note: 2021-07-23 Collection Dev Mtg - Renew; online only FY20; IP access; e_note: Price updated per Prenax site 2021-10-12 jlb; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
HC,11276,HCNRLS,ongoing,Closed,False,HC,20101201,20120331,0,Purchase,P,,,,20110301,20110301,1,3162.23,,BioOne.,,,"order group: NS; library note: Cancelled 3.21.19 per Amedeo; hs; upgraded to Complete in 2017: Year 1: 60% discount; Year 2: 40% discount; Year 3: 20% discount; Year 4: Full price; e_note: Upgraded to BioOne Complete in FY17: 60% discount in FY17, 40% discount in FY18, 20% discount in FY19, full price in FY20; fund name: PERNSE-2019",Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20190321,fully paid,fully received
HC,66174363,HCPRQS,ongoing,Closed,False,HC,20090701,20100630,0,Purchase,P,,,,20020805,20071004,1,2930.00,,Alt-PressWatch [electronic resource].,,,order group: DS; library note: Cancelled 6.10.19 per librarians; ds; e_note: 2006=$1435; fund name: PERCSIE-2019,Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20190610,fully paid,fully received
HC,18434,HCYBPA,ongoing,Pending,true,HC,20161001,20170930,0,Purchase,P,,,,20161109,20161109,1,27.04,,The best American short stories.,,0067-6233,order group: RB; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,10121,HCWOLS,ongoing,Pending,true,HC,20110101,20221231,0,Purchase,P,,,,20101028,20120710,1,23.10,,Mother earth news.,,0027-1535,order group: CP; library note: [X-AUG22] 2021-07-23 Collection Dev Mtg - Let Expire (access via EBSCO); fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,19269,HCHNCS,ongoing,Pending,true,HC,0,0,0,Purchase,P,,,,20170810,20170810,1,1454.70,,The New York times.,,0362-4331,order group: CP; library note: we put hold on this for FY21-will re activate when libr.open to public; e_note: Increased estimated price by 10% to cover expected price rises. jlb 20210901; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,10147,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,258094,,,20101028,20101028,1,212.00,,The Philosophical review.,,0031-8108,order group: BV; library note: Cancelled 5.20.19 per librarians; Changing to online only starting 1/2014; bv; fund name: PERHACUE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,18039,HCYBPA,ongoing,Closed,False,HC,20160519,20991231,0,Purchase,P,,,,20160519,20160519,1,15.95,,"Road atlas : United States, Canada and Mexico.",Rand McNally and Company.,0361-6509,order group: CP; library note: Cancelled 5.23.19 per librarians; fund name: PERCPROP-2019,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20190524,fully paid,fully received
HC,9991,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,257840,,,20101027,20101027,1,60.90,,American theatre.,,8750-3255,order group: SS; library note: Cancelled 5.30.19 per librarians; ss; fund name: PERSS-2019,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20190530,fully paid,fully received
HC,10012,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,258136,,,20101027,20101027,1,48.95,,Berkeley journal of sociology.,,0067-5830,order group: DS; library note: ds; print;  2021-07-23 Collection Dev Mtg - Renew - Has Usage; e_note: Price updated per Prenax site 2021-10-12 jlb. Note no 20/21 issue printed.; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,10172,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,258105,,,20101028,20101028,1,605.45,,Rethinking Marxism.,,0893-5696,order group: DS; library note: Cancelled 5.20.19 per librarians; ds; fund name: PERCSIE-2019,Independent order and receipt quantity,True,True,electronic,E-Journal,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,19274,HCYBPA,ongoing,Closed,False,HC,20170101,20171231,0,Purchase,P,,,,20170815,20170815,1,59.99,,Peterson's guide to four-year colleges.,,0894-9336,order group: CP; library note: Cancelled 5.24.19 per librarians; Price includes Guide to Two Year Colleges; e_note: Price includes Guide to Two Year Colleges; fund name: PERCPROP-2019,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20190524,fully paid,fully received
