PONUMBERPREFIX,PONUMBER,VENDORCODE,ORDERTYPE,WORKFLOWSTATUS,REENCUMBER,ACQUNITIDS,SUBSCRIPTIONFROM,SUBSCRIPTIONTO,RENEWALDATE,ACQUISITIONMETHOD,PAYMENTSTATUS,REFERENCENO,ORDERFORMAT,REQUESTOR,Z68_OPEN_DATE,Z68_ORDER_DATE,QUANTITYX,LISTUNITPRICE,Z68_ORDER_STATUS_DATE_X,Z13_TITLE,AUTHOR,Z68_ISBN,notes,checkinItems,manualPo,isSubscription,orderFormat,materialType,closeReason,closeReasonNote,paymentStatus,receiptStatus
HC,66015054,HCONCE,ongoing,Closed,False,HC,20100101,20101231,0,Purchase,P,,,,19940920,20071004,1,71.80,,In these times.,,0160-5992,"order group: CP; library note: cancelling 4.11.12 per Caro;  ordered via NA PUBLISHING, INC.; fund name: PERCPROP-2022; vendor note: NA PUBLISHING, INC.; e pay in FY2009 for 2008 volume on microfilm",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20120411,fully paid,fully received
HC,66007665,HCEBSS,ongoing,Closed,False,HC,20070101,20100930,0,Purchase,P,RB8050800AA414269217,,,19940630,20071001,1,69.90,,In these times.,,0160-5992,order group: CP; library note: cp; e_note: 2007-2009 (3 yrs.) -- cp; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101101,fully paid,fully received
HC,10201,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,258139,,,20101028,20101028,1,20.79,,Workers vanguard.,,0276-0746,order group: DS; library note: 2021-07-23 Collection Dev Mtg - Let Expire (publication suspended indefinitely); includes Spartacist 4 (publ behind sched) AND Black history and the class struggle; print only; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20210929,fully paid,fully received
HC,6601007X,HCEBSS,ongoing,Closed,False,HC,20090101,20091231,0,Purchase,P,RB8050800AA963698006,,,19940707,20071001,1,23.32,,Workers vanguard.,,0276-0746,order group: DS; library note: includes Spartacist 4 (publ behind sched) AND Black history and the class struggle; e_note: Includes Spartacist 4 and Black History and the Class Struggle; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,10006,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,,,,20101027,20120710,1,76.64,,The Atlantic monthly.,,1072-7825,order group: CP; library note: 2021-06-11 LM Info not offering print any longer (must order direct from publisher; we've decided not to for now.) jlb; fund name: PERCPROP-2020,Independent order and receipt quantity,True,True,physical,Serial,Vendor Cancelled 20210611,Vendor Cancelled 20210611,fully paid,fully received
HC,66010469,HCPRQS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19940714,0,1,0.00,,The Atlantic monthly.,,1072-7825,"order group: CP; library note: micro --  cp,  cancelled 9/05; fund name: PERCPROP-2020",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20061206,fully paid,fully received
HC,66006430,HCEBSS,ongoing,Closed,False,HC,20070101,20091231,0,Purchase,P,RB8050800AA091370007,,,19940629,20071004,1,74.95,,The Atlantic monthly.,,1072-7825,order group: CP; library note: cp; e_note: 2007-2009=74.95 -- cp; fund name: PERCPROP-2020,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101027,fully paid,fully received
HC,10125,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,,,,20101028,20120710,1,52.00,,National geographic.,,0027-9358,"order group: CP; library note: [X-APR22] 2021-07-23 Collection Dev Mtg - Let Expire (access via EBSCO, 6m embargo); e_note: Price per renewal request 2021-12-01. Let expire.; fund name: PERCPROP-2022",Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,66008712,HCEBSS,ongoing,Closed,False,HC,20070101,20091231,0,Purchase,P,RB8050800AA612117002,,,19940701,20071004,1,93.00,,National geographic.,,0027-9358,order group: CP; library note: cp; e_note: 2007 thru 2009 (3 yrs.) -- cp; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,10228,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,258108,,,20101028,20110921,1,52.50,,Salmagundi.,,0036-3529,order group: BV; library note: Cancelled 5.20.19 per librarians; bv; fund name: PERHACU-2019,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,66009522,HCEBSS,ongoing,Closed,False,HC,20090101,20111231,0,Purchase,P,RB8050800AA795040005,,,19940706,20071004,1,86.51,,Salmagundi.,,0036-3529,order group: BV; library note: bv; e_note: $80 for 2006-2008 (3 yrs.) -- PERBS; fund name: PERHACU-2019,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,10200,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,258138,,,20101028,20101028,1,417.34,,Women & performance : a journal of feminist theory.,,0740-770X,order group: SS; library note: 2021-07-23 Collection Dev Mtg - Renew; print and free online; e_note: Price updated per Prenax site 2021-10-13 jlb; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
HC,66010007,HCEBSS,ongoing,Closed,False,HC,20090101,20091231,0,Purchase,P,RB8050800AA961665619,,,19940707,20071004,1,205.64,,Women & performance : a journal of feminist theory.,,0740-770X,order group: SS; library note: ss; e_note: 2006=$162  2007=165  (total=$327); fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,11214,HCWOLS,ongoing,Pending,true,HC,20110217,20120216,0,Purchase,P,266226,,,20110217,20110217,1,90.09,,Cultural survival quarterly.,,0740-3291,order group: DS; library note: 2021-07-23 Collection Dev Mtg - Renew (NAIS program); Switched to END-GLOS for FY20 per librarians; print and free online; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
HC,66263050,HCEBSS,ongoing,Closed,False,HC,20090101,20091231,0,Purchase,P,RB8050800AA249275017,,,20051206,20071004,1,76.32,,Cultural survival quarterly.,,0740-3291,order group: DS; library note: ds; fund name: PERCPROPE-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20110217,fully paid,fully received
HC,66014943,HCLIBS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19940920,20070216,1,0.00,,"Library of Congress subject headings / prepared by the Office for Subject Cataloging Policy, Collect",Library of Congress. Office for Subject Cataloging Policy.,1048-9711,order group: CP; library note: cp; e_note: 2005=$295.00,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070307,fully paid,fully received
HC,66214622,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA216241042,,,20040226,20061023,1,0.00,,Cognition.,,0010-0277,order group: HS-CS; library note: swb,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070208,fully paid,fully received
HC,66008463,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA559643465,,,19940701,20061023,1,0.00,,Medical anthropology quarterly.,,0745-5194,order group: HS-NS; library note: hs,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070208,fully paid,fully received
HC,66008694,HCEBSS,ongoing,Closed,False,HC,0,20071231,0,Purchase,P,RB8050800AA606557353,,,19940701,0,1,0.00,,NACLA report on the Americas.,,1071-4839,"order group: DS; library note: ds  cancelled, 10/13/05; effective Dec 2007",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20061023,fully paid,fully received
HC,66011826,HCHAMS,ongoing,Pending,true,HC,20081213,20091212,20991231,Purchase,P,,,,19940802,20071004,1,280.28,,Daily Hampshire gazette.,,0739-3504,order group: CP; library note: cp; price dropped in FY15 - called publisher to check & they said the price was fine; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,66010032,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA961845757,,,19940707,0,1,0.00,,"Women's health journal / Isis International, Latin American and Caribbean Women's Health Network.",,,"order group: HS-NS; library note: hs  cancelling, July 2005",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20061023,fully paid,fully received
HC,66008268,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA514895846,,,19940701,0,1,0.00,,The lancet.,,0099-5355,"order group: HS-NS; library note: hs  cancelling, July 2005",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20061023,fully paid,fully received
HC,6624206X,HCBATS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,20050214,0,1,0.00,,"Karl Marx, Frederick Engels : collected works / [translators: Richard Dixon ...[et al.].","Marx, Karl, 1818-1883.",,order group: DS; e_note: was still on subscription list 1/25/07 so LC on that date,Independent order and receipt quantity,True,True,physical,Serial,Vendor Cancelled 20070307,Vendor Cancelled 20070307,fully paid,fully received
HC,10177,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,,,,20101028,20101028,1,193.64,,Sculpture.,,0889-728X,order group: SS; library note: ss; cancelled 5.10.19 per librarians; fund name: PERSS-2019,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20190510,fully paid,fully received
HC,66081713,HCEBSS,ongoing,Closed,False,HC,20090701,20100630,0,Purchase,P,RB8050800AA808689657,,,19980603,20071004,1,129.32,,Sculpture.,,0889-728X,order group: SS; library note: ss; fund name: PERSS-2019,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,66009583,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA806137006,,,19940706,0,1,0.00,,Scientific American.,,0036-8733,"order group: HS-NS; library note: hs  cancelling, July 2005",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20061023,fully paid,fully received
HC,14085,HCNRLS,ongoing,Closed,False,HC,0,0,0,Purchase,P,,,,20121205,20121205,1,0.00,,Resources in education / Educational Resources Information Center.,,0098-0897,"order group: CP; library note: ERIC - part of CSA Social Science Package, order #14084",Independent order and receipt quantity,True,True,electronic,Database,Cancelled,Library Cancelled 20200817,fully paid,fully received
HC,20845,HCPRQS,ongoing,Pending,true,HC,0,0,0,Purchase,P,,,,20200908,20200908,1,0.00,,Resources in education / Educational Resources Information Center.,,0098-0897,order group: CP; library note: New order for vendor change to PRQS. Comes with PQ Social Science Premium Collection #17602.,Independent order and receipt quantity,True,True,electronic,Database,,,,
HC,10042,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,257920,,,20101028,20101028,1,45.60,,Exposure.,,0098-8863,order group: SS; library note: ss; Free online subscription starting FY18.; fund name: PERSS-2018,Independent order and receipt quantity,True,True,physical,Serial,Vendor Cancelled 20171128,Vendor Cancelled 20171128,fully paid,fully received
HC,66007276,HCEBSS,ongoing,Closed,False,HC,20090101,20091231,0,Purchase,P,RB8050800AA324329481,,,19940630,20071001,1,49.82,,Exposure.,,0098-8863,order group: SS; library note: ss; fund name: PERSS-2018,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,66017841,HCEBSS,ongoing,Closed,False,HC,20090101,20101231,0,Purchase,P,RB8050800AA191936301,,,19941117,20071004,1,105.50,,Challenge : a magazine of Israeli-Palestinian coexistence.,,0792-4143,order group: BV; library note: lit ds; fund name: LITS-2009; vendor note: publ discontinuing print; as of 1/1/2009 online only FREE,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20091015,fully paid,fully received
HC,10204,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,258142,,,20101028,20101028,1,56.59,,Z magazine.,,1056-5507,order group: DS; library note: [X-DEC21] 2021-07-23 Collection Dev Mtg - Let Expire (open access); print and online; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,66022435,HCEBSS,ongoing,Closed,False,HC,20090101,20091231,0,Purchase,P,RB8050800AA975629841,,,19950220,20071001,1,47.70,,Z magazine.,,1056-5507,order group: DS; library note: ds; e_note: 2006-2008=$91 -- PERDS; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,10170,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,258103,,,20101028,20101028,1,225.62,,Reproductive health matters.,,0968-8080,"order group: DS; library note: pop (civs)  ds; open access, no print, as of 2017; fund name: PERCSI-2018",Independent order and receipt quantity,True,True,physical,Serial,Vendor Cancelled 20180618,Vendor Cancelled 20180618,fully paid,fully received
HC,66009455,HCEBSS,ongoing,Closed,False,HC,20090101,20091231,0,Purchase,P,RB8050800AA764110375,,,19940706,20071004,1,142.04,,Reproductive health matters.,,0968-8080,order group: DS; library note: pop (civs)  ds; fund name: PERCSI-2018,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,66011875,HCONCE,ongoing,Closed,False,HC,0,0,0,Purchase,P,,,,19940803,20070216,1,1.00,,Linguistic inquiry monograph series.,,,order group: HS-CS; library note: swb; ordered via TRILITERAL LLC; fund name: PERHS-2007; vendor note: TRILITERAL LLC,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070726,fully paid,fully received
HC,10198,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,,,,20101028,20130703,1,28.64,,Wired.,,1059-1028,order group: CP; library note: [X-AUG22] 2021-07-23 Collection Dev Mtg - Let Expire (access via Gale); fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,66028589,HCEBSS,ongoing,Closed,False,HC,20070901,20100831,0,Purchase,P,RB8050800AA959381260,,,19950531,20071004,2,144.00,,Wired.,,1059-1028,order group: HS-CS; library note: swb.  Claims must be made in writing.; e_note: 2007-2010 (3 yrs.); fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,6600925X,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA708330006,,,19940706,0,1,0.00,,Popular science.,,0161-7370,order group: HS-NS; library note: hs,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20061023,fully paid,fully received
HC,66010366,HCBERS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19940714,0,1,0.00,,Area handbook series.,,,"order group: CP; library note: cp  standing order; catalogued separately country studies vols. paid on this record, not individual records",Independent order and receipt quantity,True,False,physical,Serial,Cancelled,Library Cancelled 20070312,fully paid,fully received
HC,10119,HCWOLS,ongoing,Closed,False,HC,20110101,20111231,0,Purchase,P,258069,,,20101028,20101028,1,171.15,,Report / Minority Rights Group International.,Minority Rights Group International.,,"order group: DS; library note: Cancelled 5.20.19 per librarians; Includes State of the World's Minorities, Report, Ceasefire, Briefing; Changed from Standing Order to Serial; fund name: PERCSI-2019",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20190520,fully paid,fully received
HC,4710,HCEBSS,ongoing,Closed,False,HC,20090101,20091231,0,Purchase,P,RB8050800AA580460079,,,20080520,20080520,1,106.00,,Report / Minority Rights Group International.,Minority Rights Group International.,,order group: DS; library note: Changed from Standing Order to Serial; fund name: PERCSI-2019,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,66010378,HCEBSS,ongoing,Closed,False,HC,20080101,20081231,0,Purchase,C,RB8050800AA580460079,,,19940714,20070926,1,105.48,,Report / Minority Rights Group International.,Minority Rights Group International.,,order group: DS; library note: Closed this order and opened serial order 4710; fund name: PERCSI-2019,Independent order and receipt quantity,True,False,physical,Serial,Cancelled,Library Cancelled 20080520,fully paid,fully received
HC,66263682,HCBATS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,20051208,0,1,0.00,,The Cambridge ancient history / edited by John Boardman ... [et al],,,"order group: DS; library note: notified by B&T series complete, 10/03/06; vendor note: notified by B&T series complete, 10/03/06",Independent order and receipt quantity,True,True,physical,Serial,Vendor Cancelled 20061003,Vendor Cancelled 20061003,fully paid,fully received
HC,66011498,HCBATS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19940721,0,1,0.00,,Environmental science research.,,,order group: HS-NS; library note: hs,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070216,fully paid,fully received
HC,66008785,HCEBSS,ongoing,Closed,False,HC,20080408,20090407,0,Purchase,C,RB8050800AA624660106,,,19940701,20071004,1,2160.11,,The New England journal of medicine.,,0028-4793,"order group: HS-NS; library note: hs  switching to online only effective 2008; e_note: 04/2007 thru 03/2008, then online only; fund name: PERHS-2008; vendor note: changing to site license only, April 2008",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20080917,fully paid,fully received
HC,66009558,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA803597004,,,19940706,0,1,0.00,,Science.,,0036-8075,"order group: HS-NS; library note: hs  does NOT include online access to current issues cancelling, July 2005",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20061023,fully paid,fully received
HC,66015443,HCNONE,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19941014,20060724,1,0.00,,Vital and health statistics. Series 6: Cognition and survey measurement.,,,order group: HS-NS,Independent order and receipt quantity,True,True,physical,Serial,Vendor Cancelled 20070307,Vendor Cancelled 20070307,fully paid,fully received
HC,66016484,HCBERS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19941018,19941018,1,0.00,,Research Monograph Series.,National Institute on Drug Abuse.,,order group: HS-NS,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070216,fully paid,fully received
HC,10038,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,257916,,,20101028,20101028,1,218.29,,The economist.,,0013-0613,order group: CP; library note: [X-DEC21] 2021-07-23 Collection Dev Mtg - Let Expire (access via Gale); cp; print; includes the World In; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
HC,66010536,HCPRQS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19940714,0,1,0.00,,The economist.,,0013-0613,order group: CP; library note: cp  (micro); fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070307,fully paid,fully received
HC,6600715X,HCEBSS,ongoing,Closed,False,HC,20070101,20091231,0,Purchase,P,RB8050800AA291529360,,,19940630,20071004,1,134.62,,The economist.,,0013-0613,order group: CP; library note: cp; e_note: 2007-2009 (3 yrs.) -- cp; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,66020104,HCNONE,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19950111,20060724,1,0.00,,Annals of the New York Academy of Sciences Series.,,,order group: HS-NS,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070216,fully paid,fully received
HC,10259,HCWOLS,ongoing,Pending,true,HC,0,0,0,Purchase,P,,,,20101102,20120710,1,136.18,,The Nation.,,0027-8378,order group: CP; library note: [X-JAN22] 2021-07-23 Collection Dev Mtg - Let Expire (access via EBSCO); print and free online; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,,,,
HC,66010846,HCPRQS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,19940715,0,1,0.00,,The Nation.,,0027-8378,order group: CP; library note: cp  (micro); fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070216,fully paid,fully received
HC,66008700,HCEBSS,ongoing,Closed,False,HC,20081001,20100930,0,Purchase,P,RB8050800AA608230009,,,19940701,20071004,1,164.00,,The Nation.,,0027-8378,order group: CP; library note: cp; e_note: 10/2006 thru 9/2008 (3 yrs.) -- cp; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101102,fully paid,fully received
HC,66028796,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA281596239,,,19950718,19950718,1,0.00,,DoubleTake.,,1080-7241,"order group: SS; library note: ss  discontinued Sp 2003, per EBSCO",Independent order and receipt quantity,True,True,physical,Serial,Vendor Cancelled 20050304,Vendor Cancelled 20050304,fully paid,fully received
HC,66212388,HCBERS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,,,,20040127,0,1,0.00,,List of journals indexed in Index medicus / National Library of Medicine.,,0093-3821,order group: HS-NS; library note:   one-time only purchase 12/03,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20070215,fully paid,fully received
HC,66006314,HCEBSS,ongoing,Closed,False,HC,20080101,20081231,0,Purchase,C,RB8050800AA064690308,,,19940629,20071001,1,874.00,,Antipode.,,0066-4812,order group: DS; library note: ds; fund name: PERDS-2008; vendor note: changing to online only effective 1/1/2009,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20080923,fully paid,fully received
HC,66082389,HCONCE,ongoing,Closed,False,HC,20080101,20081231,0,Gift,P,"vendor=SCNS, FREE publication",,,19980611,20071004,1,0.00,,"SCN news / United Nations, Administrative Committee on Coordination, Subcommittee on Nutrition.",,,order group: NS; library note: hs,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20130819,fully paid,fully received
HC,66028553,HCEBSS,ongoing,Closed,False,HC,0,20061231,0,Purchase,P,RB8050800AA897048005,,,19950531,0,1,0.00,,Toward freedom.,,1063-4134,"order group: DS; library note: ds  cancelled, 10/13/05; effective w/completion of v.53",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20061023,fully paid,fully received
HC,66007367,HCEBSS,ongoing,Closed,False,HC,20060101,20081231,0,Purchase,P,RB8050800AA335801007,,,19940630,20071001,1,276.41,,Film & history.,,0360-3695,order group: BV; library note: bv Includes Historians Film Committee Membership; e_note: 2006-2008 (3 yrs.) -- bv,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20080814,fully paid,fully received
HC,10136,HCWOLS,ongoing,Pending,true,HC,20110101,20111231,0,Purchase,P,258085,,,20101028,20101028,1,73.45,,The New Yorker.,,0028-792X,order group: CP; library note: 2021-07-23 Collection Dev Mtg - Renew; e_note: 73.45 per renewal reminder 2021-12-01; fund name: PERCPROP-2022,Independent order and receipt quantity,True,True,electronic,E-Journal,,,,
HC,66008931,HCEBSS,ongoing,Closed,False,HC,20090401,20100331,0,Purchase,P,RB8050800AA631279007,,,19940706,20071004,2,127.09,,The New Yorker.,,0028-792X,"order group: CP; library note: cp  single sub for 2 copies; e_note: 04/2007 thru 03/2008, 2 copies; fund name: PERCPROP-2022",Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20101028,fully paid,fully received
HC,6600875X,HCEBSS,ongoing,Closed,False,HC,20080101,20081231,0,Purchase,C,RB8050800AA616894002,,,19940701,20080729,1,2892.81,,Nature.,,0028-0836,order group: HS-NS; library note: hs; fund name: PERHS-2008,Independent order and receipt quantity,True,True,physical,Serial,Cancelled,Library Cancelled 20080925,fully paid,fully received
